"代號","名稱","成交","漲跌價","漲跌幅","股利發放年度","除息交易日","現金股利","除息前價格","除息參考價","除息至今漲跌價","除息至今漲跌幅","填息貼息(元)","填息花費日數","除權交易日","股票股利","除權前價格","除權參考價","除權至今漲跌價","除權至今漲跌幅","填權貼權(元)","填權花費日數"
="00652","富邦印度","32.52","0","0","2022","","0","","","","","","","","0","","","","","",""
"00653L","富邦印度正2","49.24","-0.09","-0.18","2022","","0","","","","","","","","0","","","","","",""
"00654R","富邦印度反1","7.49","0","0","2022","","0","","","","","","","","0","","","","","",""
"00655L","國泰中國A50正2","25.28","+0.16","+0.64","2022","","0","","","","","","","","0","","","","","",""
"00656R","國泰中國A50反1","8.66","-0.08","-0.92","2022","","0","","","","","","","","0","","","","","",""
="00657","國泰日經225","38.12","-0.09","-0.24","2022","","0","","","","","","","","0","","","","","",""
"00657K","國泰日經225+U","12.21","+0.02","+0.16","2022","","0","","","","","","","","0","","","","","",""
="00660","元大歐洲50","31.11","0","0","2022","","0","","","","","","","","0","","","","","",""
="00661","元大日經225","40.88","-0.25","-0.61","2022","","0","","","","","","","","0","","","","","",""
="00662","富邦NASDAQ","61","+0.2","+0.33","2022","","0","","","","","","","","0","","","","","",""
"00663L","國泰臺灣加權正2","126.3","+0.95","+0.76","2022","","0","","","","","","","","0","","","","","",""
"00664R","國泰臺灣加權反1","5.39","-0.02","-0.37","2022","","0","","","","","","","","0","","","","","",""
"00665L","富邦恒生國企正2","7.51","+0.15","+2.04","2022","","0","","","","","","","","0","","","","","",""
"00666R","富邦恒生國企反1","15.14","-0.18","-1.17","2022","","0","","","","","","","","0","","","","","",""
="00668","國泰美國道瓊","38.9","+0.23","+0.59","2022","","0","","","","","","","","0","","","","","",""
"00668K","國泰美國道瓊+U","12.44","+0.12","+0.97","2022","","0","","","","","","","","0","","","","","",""
"00669R","國泰美國道瓊反1","7.89","-0.07","-0.88","2022","","0","","","","","","","","0","","","","","",""
"00670L","富邦NASDAQ正2","86.6","+1","+1.17","2022","","0","","","","","","","","0","","","","","",""
"00671R","富邦NASDAQ反1","4.83","-0.01","-0.21","2022","","0","","","","","","","","0","","","","","",""
"00673R","期元大S&P原油反1","8.81","-0.19","-2.11","2022","","0","","","","","","","","0","","","","","",""
"00674R","期元大S&P黃金反1","12.34","-0.09","-0.72","2022","","0","","","","","","","","0","","","","","",""
"00675L","富邦臺灣加權正2","55.1","+0.35","+0.64","2022","","0","","","","","","","","0","","","","","",""
"00676R","富邦臺灣加權反1","2.98","-0.01","-0.33","2022","","0","","","","","","","","0","","","","","",""
="00678","群益NBI生技","25.56","+0.04","+0.16","2022","","0","","","","","","","","0","","","","","",""
"00680L","元大美債20正2","10.56","+0.04","+0.38","2022","","0","","","","","","","","0","","","","","",""
"00681R","元大美債20反1","19.02","-0.08","-0.42","2022","","0","","","","","","","","0","","","","","",""
"00682U","期元大美元指數","20.22","-0.1","-0.49","2022","","0","","","","","","","","0","","","","","",""
"00683L","期元大美元指正2","20.91","-0.14","-0.67","2022","","0","","","","","","","","0","","","","","",""
"00684R","期元大美元指反1","16.14","+0.05","+0.31","2022","","0","","","","","","","","0","","","","","",""
"00685L","群益臺灣加權正2","48.9","+0.27","+0.56","2022","","0","","","","","","","","0","","","","","",""
"00686R","群益臺灣加權反1","3.22","-0.02","-0.62","2022","","0","","","","","","","","0","","","","","",""
"00688L","國泰20年美債正2","10.48","+0.04","+0.38","2022","","0","","","","","","","","0","","","","","",""
"00689R","國泰20年美債反1","19.72","-0.07","-0.35","2022","","0","","","","","","","","0","","","","","",""
="00690","兆豐藍籌30","27.3","-0.08","-0.29","2022","22'11/28","2.4","28.91","26.51","+0.79","+2.98","-1.61","","","0","","","","","",""
="00692","富邦公司治理","32.73","+0.18","+0.55","2022","22'11/16","2.03","29.73","27.78","+4.95","+17.8","+3","38","","0","","","","","",""
"00693U","期街口S&P黃豆","28.72","+0.47","+1.66","2022","","0","","","","","","","","0","","","","","",""
="00700","富邦恒生國企","12.61","+0.02","+0.16","2022","","0","","","","","","","","0","","","","","",""
="00701","國泰股利精選30","25.49","+0.34","+1.35","2022","22'08/16","1.9","25.23","24.98","+0.51","+2.04","+0.26","211","","0","","","","","",""
="00702","國泰標普低波高息","21.16","+0.12","+0.57","2022","22'07/18","0.58","21.05","20.74","+0.42","+2.03","+0.11","40","","0","","","","","",""
="00703","台新MSCI中國","15.46","+0.1","+0.65","2022","","0","","","","","","","","0","","","","","",""
"00706L","期元大S&P日圓正2","8.67","+0.14","+1.64","2022","","0","","","","","","","","0","","","","","",""
"00707R","期元大S&P日圓反1","25.43","-0.25","-0.97","2022","","0","","","","","","","","0","","","","","",""
"00708L","期元大S&P黃金正2","26.28","+0.28","+1.08","2022","","0","","","","","","","","0","","","","","",""
="00709","富邦歐洲","25.61","+0.19","+0.75","2022","","0","","","","","","","","0","","","","","",""
"00710B","復華彭博非投等債","18.06","+0.01","+0.06","2022","22'12/21","1","18.15","17.89","+0.17","+0.95","-0.09","128","","0","","","","","",""
"00711B","復華彭博新興債","16.15","+0.01","+0.06","2022","22'12/21","0.73","16.45","16.26","-0.11","-0.68","-0.3","102","","0","","","","","",""
="00712","復華富時不動產","9.96","+0.04","+0.4","2022","22'12/21","0.84","10.21","9.98","-0.02","-0.2","-0.25","167","","0","","","","","",""
="00713","元大台灣高息低波","45.51","+0.16","+0.35","2022","22'12/16","2.9","39.04","37.59","+7.92","+21.1","+6.47","150","","0","","","","","",""
="00714","群益道瓊美國地產","19.27","+0.15","+0.78","2022","22'10/19","1.1","18.37","18.18","+1.09","+6","+0.9","52","","0","","","","","",""
"00715L","期街口布蘭特正2","13.44","+0.41","+3.15","2022","","0","","","","","","","","0","","","","","",""
="00717","富邦美國特別股","14.75","0","0","2022","22'10/19","0.61","15","14.83","-0.08","-0.54","-0.25","397","","0","","","","","",""
="00728","第一金工業30","24.62","-0.07","-0.28","2022","22'01/20","1.99","33.51","31.52","-6.9","-21.9","-8.89","","","0","","","","","",""
="00730","富邦臺灣優質高息","18.89","0","0","2022","22'10/19","1.08","16.2","15.12","+3.77","+24.9","+2.69","19","","0","","","","","",""
="00731","復華富時高息低波","65.05","+1.1","+1.72","2022","22'11/17","2.8","55.9","53.1","+11.95","+22.5","+9.15","55","","0","","","","","",""
="00733","富邦臺灣中小","55.95","+2.1","+3.9","2022","22'10/19","1.22","31.11","30.12","+25.83","+85.8","+24.84","13","","0","","","","","",""
="00735","國泰臺韓科技","30.26","+0.32","+1.07","2022","22'07/18","1.3","24.86","24.61","+5.65","+23","+5.4","1","","0","","","","","",""
="00736","國泰新興市場","20.18","+0.06","+0.3","2022","22'07/18","0.46","18.96","18.78","+1.4","+7.45","+1.22","13","","0","","","","","",""
="00737","國泰AI+Robo","31.43","+0.13","+0.42","2022","","0","","","","","","","","0","","","","","",""
"00738U","期元大道瓊白銀","22.69","-0.02","-0.09","2022","","0","","","","","","","","0","","","","","",""
="00739","元大MSCI A股","22.14","+0.02","+0.09","2022","22'10/19","0.19","23.23","23.04","-0.9","-3.91","-1.09","1","","0","","","","","",""
="00752","中信中國50","18.25","+0.15","+0.83","2022","","0","","","","","","","","0","","","","","",""
"00753L","中信中國50正2","9.45","+0.19","+2.05","2022","","0","","","","","","","","0","","","","","",""
="00757","統一FANG+","58.4","0","0","2022","","0","","","","","","","","0","","","","","",""
="00762","元大全球AI","44.54","+0.35","+0.79","2022","","0","","","","","","","","0","","","","","",""
"00763U","期街口道瓊銅","24.09","-0.14","-0.58","2022","","0","","","","","","","","0","","","","","",""
="00770","國泰北美科技","34.77","+0.11","+0.32","2022","22'01/18","1.95","38.09","36.14","-1.37","-3.79","-3.32","","","0","","","","","",""
="00771","元大US高息特別股","16.13","+0.03","+0.19","2022","22'11/16","0.71","16.59","16.4","-0.27","-1.65","-0.46","13","","0","","","","","",""
"00775B","新光投等債15+","33.72","+0.01","+0.03","2022","22'11/18","1.14","33.3","33","+0.72","+2.18","+0.42","5","","0","","","","","",""
="00783","富邦中証500","20.09","0","0","2022","","0","","","","","","","","0","","","","","",""
="00830","國泰費城半導體","33.25","-0.07","-0.21","2022","22'01/18","2.8","34.61","31.81","+1.44","+4.53","-1.36","","","0","","","","","",""
="00850","元大臺灣ESG永續","34.27","+0.22","+0.65","2022","22'11/16","1.48","30.53","29.05","+5.22","+18","+3.74","45","","0","","","","","",""
="00851","台新全球AI","33","+0.08","+0.24","2022","","0","","","","","","","","0","","","","","",""
"00852L","國泰美國道瓊正2","19.71","+0.33","+1.7","2022","","0","","","","","","","","0","","","","","",""
="00861","元大全球未來通訊","31.61","+0.01","+0.03","2022","","0","","","","","","","","0","","","","","",""
"00865B","國泰US短期公債","41.79","-0.12","-0.29","2022","","0","","","","","","","","0","","","","","",""
="00875","國泰網路資安","28.08","+0.12","+0.43","2022","","0","","","","","","","","0","","","","","",""
="00876","元大全球5G","30.48","+0.01","+0.03","2022","","0","","","","","","","","0","","","","","",""
="00878","國泰永續高股息","20.19","+0.39","+1.97","2022","22'11/16","1.18","16.77","16.49","+3.7","+22.4","+3.42","488","","0","","","","","",""
="00881","國泰台灣5G+","17.31","+0.2","+1.17","2022","22'08/16","0.85","15.22","14.96","+2.35","+15.7","+2.09","133","","0","","","","","",""
="00882","中信中國高股息","11.53","0","0","2022","22'07/18","1.21","13","12.15","-0.62","-5.1","-1.47","2","","0","","","","","",""
="00885","富邦越南","12.54","-0.04","-0.32","2022","","0","","","","","","","","0","","","","","",""
="00891","中信關鍵半導體","13.72","+0.01","+0.07","2022","22'11/16","0.65","11.86","11.76","+1.96","+16.7","+1.86","110","","0","","","","","",""
="00892","富邦台灣半導體","12.59","-0.04","-0.32","2022","22'11/16","0.57","10.89","10.54","+2.05","+19.4","+1.7","13","","0","","","","","",""
="00893","國泰智能電動車","17.85","-0.01","-0.06","2022","","0","","","","","","","","0","","","","","",""
="00894","中信小資高價30","14.83","+0.04","+0.27","2022","22'11/16","0.64","12.35","11.93","+2.9","+24.3","+2.48","88","","0","","","","","",""
="00895","富邦未來車","19.39","+0.01","+0.05","2022","","0","","","","","","","","0","","","","","",""
="00896","中信綠能及電動車","16.57","+0.2","+1.22","2022","22'12/16","0.4","13.47","13.32","+3.25","+24.4","+3.1","74","","0","","","","","",""
="00897","富邦基因免疫生技","7.84","-0.03","-0.38","2022","","0","","","","","","","","0","","","","","",""
="00898","國泰基因免疫革命","7.69","0","0","2022","","0","","","","","","","","0","","","","","",""
="00899","FT潔淨能源","21.55","+0.09","+0.42","","","","","","","","","","","","","","","","",""
="00900","富邦特選高股息30","12.86","+0.2","+1.58","2022","22'11/16","1.35","10.75","10.6","+2.26","+21.3","+2.11","215","","0","","","","","",""
="00901","永豐智能車供應鏈","14.69","+0.13","+0.89","2022","22'11/16","0.54","12.61","12.06","+2.63","+21.8","+2.08","48","","0","","","","","",""
="00902","中信電池及儲能","12.57","-0.04","-0.32","","","","","","","","","","","","","","","","",""
="00903","富邦元宇宙","12.35","+0.22","+1.81","","","","","","","","","","","","","","","","",""
="00904","新光臺灣半導體30","13.03","+0.01","+0.08","2022","22'10/21","0.21","9.34","9.13","+3.9","+42.7","+3.69","12","","0","","","","","",""
="00905","FT臺灣Smart","10.03","+0.07","+0.7","","","","","","","","","","","","","","","","",""
="00907","永豐優息存股","14.62","-0.05","-0.34","2022","22'12/16","0.28","14.6","14.45","+0.17","+1.18","+0.02","23","","0","","","","","",""
="00908","富邦入息REITs+","12.38","+0.18","+1.48","2022","22'10/19","0.22","13.04","12.81","-0.43","-3.36","-0.66","6","","0","","","","","",""
="00909","國泰數位支付服務","19.86","+0.26","+1.33","","","","","","","","","","","","","","","","",""
="00910","第一金太空衛星","16.5","+0.19","+1.16","","","","","","","","","","","","","","","","",""
="00911","兆豐洲際半導體","20.65","-0.07","-0.34","","","","","","","","","","","","","","","","",""
="00912","中信臺灣智慧50","15.42","+0.04","+0.26","2022","22'10/19","0.2","12.43","12.23","+3.19","+26.1","+2.99","14","","0","","","","","",""
="00913","兆豐台灣晶圓製造","17.37","+0.05","+0.29","","","","","","","","","","","","","","","","",""
="00915","凱基優選高股息30","18.96","+0.25","+1.34","","","","","","","","","","","","","","","","",""
="00916","國泰全球品牌50","18.18","+0.09","+0.5","","","","","","","","","","","","","","","","",""
="00917","中信特選金融","15.57","+0.12","+0.78","","","","","","","","","","","","","","","","",""
="00918","大華優利高填息30","20.34","+0.26","+1.29","","","","","","","","","","","","","","","","",""
="00919","群益台灣精選高息","19.85","+0.05","+0.25","","","","","","","","","","","","","","","","",""
="00920","富邦ESG綠色電力","16.75","+0.05","+0.3","","","","","","","","","","","","","","","","",""
="00921","兆豐龍頭等權重","17.22","+0.07","+0.41","","","","","","","","","","","","","","","","",""
="00922","國泰台灣領袖50","16.29","+0.13","+0.8","","","","","","","","","","","","","","","","",""
="00923","群益台灣ESG低碳","16.41","+0.11","+0.67","","","","","","","","","","","","","","","","",""
="00924","復華S&P500成長","16.66","+0.02","+0.12","","","","","","","","","","","","","","","","",""
="00925","新光標普電動車","18.47","+0.08","+0.44","","","","","","","","","","","","","","","","",""
="00926","凱基全球菁英55","15.91","+0.06","+0.38","","","","","","","","","","","","","","","","",""
="00927","群益半導體收益","15.24","+0.03","+0.2","","","","","","","","","","","","","","","","",""
="00929","復華台灣科技優息","15.91","+0.09","+0.57","","","","","","","","","","","","","","","","",""
"01001T","土銀富邦R1","14.8","0","0","2022","22'05/03","0.48","18.09","17.6","-2.8","-15.9","-3.29","","","0","","","","","",""
"01002T","土銀國泰R1","17.85","0","0","2022","22'05/18","0.37","18.71","18.33","-0.48","-2.62","-0.86","12","","0","","","","","",""
"01003T","兆豐新光R1","21.61","+0.01","+0.05","2022","22'09/01","0.56","19.89","19.68","+1.93","+9.81","+1.72","22","","0","","","","","",""
"01004T","土銀富邦R2","14.2","0","0","2022","22'09/26","0.39","16","15.81","-1.61","-10.2","-1.8","6","","0","","","","","",""
"01007T","兆豐國泰R2","17.3","+0.11","+0.64","2022","22'11/23","0.47","18.56","18.32","-1.02","-5.57","-1.26","111","","0","","","","","",""
"01009T","王道圓滿R1","8.5","-0.02","-0.23","2022","22'09/15","0.29","9.05","8.89","-0.39","-4.39","-0.55","84","","0","","","","","",""
"01010T","京城樂富R1","10","0","0","2022","22'09/05","0.31","10.3","10.11","-0.11","-1.09","-0.3","8","","0","","","","","",""
="020000","富邦特選蘋果N","9.1","+0.22","+2.48","2022","","0","","","","","","","","0","","","","","",""
="020002","元富新中國N","12.58","+0.09","+0.72","2022","","0","","","","","","","","0","","","","","",""
="020007","凱基臺灣500N","35.34","0","0","2022","","0","","","","","","","","0","","","","","",""
="020011","統一微波高息20N","7.89","0","0","2022","","0","","","","","","","","0","","","","","",""
="020012","富邦行動通訊N","8.22","0","0","2022","","0","","","","","","","","0","","","","","",""
="020015","統一MSCI美低波N","14.71","0","0","2022","","0","","","","","","","","0","","","","","",""
="020016","統一MSCI美科技N","21.08","0","0","2022","","0","","","","","","","","0","","","","","",""
="020018","統一價值成長30N","17.97","+0.24","+1.35","2022","","0","","","","","","","","0","","","","","",""
="020019","統一特選台灣5GN","13.59","+0.02","+0.15","2022","","0","","","","","","","","0","","","","","",""
"02001L","富邦蘋果正二N","16.62","+0.81","+5.12","2022","","0","","","","","","","","0","","","","","",""
"02001R","富邦蘋果反一N","2.12","-0.06","-2.75","2022","","0","","","","","","","","0","","","","","",""
"02001S","策元大加權策略N","5.56","0","0","","","","","","","","","","","","","","","","",""
="020020","元大台股領航N","7.73","+0.1","+1.31","2022","","0","","","","","","","","0","","","","","",""
="020022","元大電動車N","8.43","+0.25","+3.06","2022","","0","","","","","","","","0","","","","","",""
="020028","元大特選電動車N","8.12","+0.22","+2.78","2022","","0","","","","","","","","0","","","","","",""
="020029","元大ESG高股息N","5.92","+0.07","+1.2","2022","","0","","","","","","","","0","","","","","",""
="020030","統一智慧電動車N","4.8","+0.02","+0.42","2022","","0","","","","","","","","0","","","","","",""
="020031","統一IC設計臺灣N","4.44","-0.02","-0.45","","","","","","","","","","","","","","","","",""
="020032","元大綠能N","5.68","+0.06","+1.07","","","","","","","","","","","","","","","","",""
="020034","元大IC設計N","5.76","+0.02","+0.35","","","","","","","","","","","","","","","","",""
="020036","元大金融配息N","5.25","+0.02","+0.38","","","","","","","","","","","","","","","","",""
="020037","元大金融高股息N","5.26","+0.04","+0.77","","","","","","","","","","","","","","","","",""
="020038","元大ESG配息N","5.27","+0.07","+1.35","","","","","","","","","","","","","","","","",""
="1101","台泥","36.6","+0.05","+0.14","2022","22'07/21","1","41.6","36.9","-0.3","-0.81","-5","","22'07/21","1","41.6","36.9","-0.3","-0.81","-5",""
"1101B","台泥乙特","47.85","+0.1","+0.21","2022","22'07/21","1.75","52.1","50.4","-2.55","-5.06","-4.25","","","0","","","","","",""
="1102","亞泥","43.95","+0.05","+0.11","2022","22'07/28","3.4","44.45","41.05","+2.9","+7.06","-0.5","32","","0","","","","","",""
="1103","嘉泥","21.45","-0.15","-0.69","2022","22'08/04","0.65","17.9","17.25","+4.2","+24.3","+3.55","4","","0","","","","","",""
="1104","環泥","30.15","+0.25","+0.84","2022","22'07/26","1","22.35","21.35","+8.8","+41.2","+7.8","27","","0","","","","","",""
="1108","幸福","16.2","-0.35","-2.11","2022","22'08/26","0.6","11.8","11.2","+5","+44.6","+4.4","108","","0","","","","","",""
="1109","信大","18.05","0","0","2022","22'08/04","1.5","19.85","18.35","-0.3","-1.63","-1.8","","","0","","","","","",""
="1110","東泥","18.9","-0.25","-1.31","2022","22'07/21","0.2","18.25","18.05","+0.85","+4.71","+0.65","1","","0","","","","","",""
="1201","味全","19.85","-0.1","-0.5","2022","22'07/26","0.5","20.6","20.1","-0.25","-1.24","-0.75","135","","0","","","","","",""
="1203","味王","42.15","-0.05","-0.12","2022","22'09/01","1.1","33.25","32.15","+10","+31.1","+8.9","39","","0","","","","","",""
="1210","大成","51.8","-0.2","-0.38","2022","22'04/15","1.5","54.9","53.4","-1.6","-3","-3.1","1","22'08/30","0.5","50.7","48.3","+3.5","+6.55","+1.1","117"
="1213","大飲","6.53","0","0","2022","","0","","","","","","","","0","","","","","",""
="1215","卜蜂","91.3","-0.7","-0.76","2022","22'07/05","3","80.4","77.4","+13.9","+18","+10.9","16","22'08/25","1","83.9","76.3","+15","+19.4","+7.4","122"
="1216","統一","74.8","0","0","2022","22'08/04","2.7","68.5","65.8","+9","+13.7","+6.3","117","","0","","","","","",""
="1217","愛之味","12.65","-0.15","-1.17","2022","22'07/12","0.3","10.85","10.55","+2.1","+19.9","+1.8","10","","0","","","","","",""
="1218","泰山","25.6","-0.25","-0.97","2022","22'06/23","1","29.55","28.55","-2.95","-10.3","-3.95","1","","0","","","","","",""
="1219","福壽","20.25","-0.3","-1.46","2022","22'07/06","1.1","21.35","20.25","0","0","-1.1","34","","0","","","","","",""
="1220","台榮","14.35","-0.35","-2.38","2022","22'07/19","1","16.5","15.5","-1.15","-7.42","-2.15","27","","0","","","","","",""
="1225","福懋油","55.5","-0.2","-0.36","2022","22'08/26","1.6","55","53.4","+2.1","+3.93","+0.5","42","","0","","","","","",""
="1227","佳格","41.15","-0.1","-0.24","2022","22'07/21","1.9","44","42.1","-0.95","-2.26","-2.85","187","","0","","","","","",""
="1229","聯華","69.2","-0.2","-0.29","2022","22'04/21","1.8","65.9","64.1","+5.1","+7.96","+3.3","288","22'08/30","0.5","58.8","56","+13.2","+20.6","+10.4","144"
="1231","聯華食","99.8","+1.4","+1.42","2022","22'07/04","1.5","87.4","77.4","+22.4","+28.9","+12.4","160","22'07/04","1.1","87.4","77.4","+22.4","+28.9","+12.4","160"
="1232","大統益","146","+0.5","+0.34","2022","22'06/27","6","163.5","157.5","-11.5","-7.3","-17.5","","","0","","","","","",""
="1233","天仁","37.75","-0.05","-0.13","2022","22'07/12","0.8","34","33.2","+4.55","+13.7","+3.75","1","","0","","","","","",""
="1234","黑松","39.85","-0.3","-0.75","2022","22'07/22","1.7","34.65","32.95","+6.9","+20.9","+5.2","137","","0","","","","","",""
="1235","興泰","81","-1","-1.22","2022","22'08/30","1","71.2","54.8","+26.2","+47.8","+9.8","50","22'08/30","2.8","71.2","54.8","+26.2","+47.8","+9.8","50"
="1236","宏亞","23.8","0","0","2022","22'07/19","0.5","26.3","25.8","-2","-7.75","-2.5","1","","0","","","","","",""
="1256","鮮活果汁-KY","319","-1","-0.31","2022","22'07/22","13","283","270","+49","+18.1","+36","97","","0","","","","","",""
="1301","台塑","82.4","0","0","2022","22'07/05","8.2","107.5","99.3","-16.9","-17","-25.1","","","0","","","","","",""
="1303","南亞","69.4","-0.2","-0.29","2022","22'07/06","7.5","80.6","73.1","-3.7","-5.06","-11.2","210","","0","","","","","",""
="1304","台聚","22.6","-0.5","-2.16","2022","22'07/28","2.2","24.8","22.6","0","0","-2.2","20","","0","","","","","",""
="1305","華夏","22.4","-0.25","-1.1","2022","22'07/28","2.5","27.85","25.35","-2.95","-11.6","-5.45","116","","0","","","","","",""
="1307","三芳","22.35","-0.5","-2.19","2022","22'07/07","0.5","19.8","19.3","+3.05","+15.8","+2.55","1","","0","","","","","",""
="1308","亞聚","25.65","-0.5","-1.91","2022","22'07/28","3","29.05","26.05","-0.4","-1.54","-3.4","33","","0","","","","","",""
="1309","台達化","19.65","-0.3","-1.5","2022","22'07/28","2","27.95","24.7","-5.05","-20.4","-8.3","","22'07/28","0.5","27.95","24.7","-5.05","-20.4","-8.3",""
="1310","台苯","15.25","-0.45","-2.87","2022","22'09/14","0.15","14.5","14.35","+0.9","+6.27","+0.75","55","","0","","","","","",""
="1312","國喬","18.25","-0.3","-1.62","2022","22'07/14","2","20.6","18.6","-0.35","-1.88","-2.35","98","","0","","","","","",""
"1312A","國喬特","28","0","0","2022","22'07/14","2.6","32.05","29.45","-1.45","-4.92","-4.05","","","0","","","","","",""
="1313","聯成","14.2","-0.1","-0.7","2022","22'03/24","1","20","19","-4.8","-25.3","-5.8","","","0","","","","","",""
="1314","中石化","9.45","-0.1","-1.05","2022","22'06/27","0.4","10.05","9.65","-0.2","-2.07","-0.6","1","","0","","","","","",""
="1315","達新","70.9","+0.2","+0.28","2022","22'09/05","5","70.7","68.2","+2.7","+3.96","+0.2","63","","0","","","","","",""
="1316","上曜","11.9","-0.1","-0.83","2022","","0","","","","","","","","0","","","","","",""
="1319","東陽","51.4","0","0","2022","22'06/23","0.85","44.5","43.65","+7.75","+17.8","+6.9","1","","0","","","","","",""
="1321","大洋","34.9","+0.15","+0.43","2022","22'08/25","0.7","37.5","36.8","-1.9","-5.16","-2.6","1","","0","","","","","",""
="1323","永裕","31.7","+0.05","+0.16","2022","22'06/23","1.6","34.15","32.55","-0.85","-2.61","-2.45","32","","0","","","","","",""
="1324","地球","11.7","+0.25","+2.18","2022","22'08/19","0.2","11.4","11.2","+0.5","+4.46","+0.3","128","","0","","","","","",""
="1325","恆大","22.95","-0.6","-2.55","2022","22'07/18","2","27.6","25.6","-2.65","-10.4","-4.65","24","","0","","","","","",""
="1326","台化","64.3","+0.1","+0.16","2022","22'06/28","4.8","81.5","76.7","-12.4","-16.2","-17.2","204","","0","","","","","",""
="1337","再生-KY","8.81","-0.41","-4.45","2022","","0","","","","","","","","0","","","","","",""
="1338","廣華-KY","43.05","+0.05","+0.12","2022","22'07/14","2.5","57.5","55","-11.95","-21.7","-14.45","20","","0","","","","","",""
="1339","昭輝","44.7","-0.25","-0.56","2022","22'08/18","2","45.85","43.85","+0.85","+1.94","-1.15","134","","0","","","","","",""
="1340","勝悅-KY","13.1","-0.35","-2.6","2022","","0","","","","","","","","0","","","","","",""
