"代號","名稱","成交","漲跌價","漲跌幅","股利發放年度","除息交易日","現金股利","除息前價格","除息參考價","除息至今漲跌價","除息至今漲跌幅","填息貼息(元)","填息花費日數","除權交易日","股票股利","除權前價格","除權參考價","除權至今漲跌價","除權至今漲跌幅","填權貼權(元)","填權花費日數"
"00666R","富邦恒生國企反1","15.14","-0.18","-1.17","2021","","0","","","","","","","","0","","","","","",""
="00668","國泰美國道瓊","38.9","+0.23","+0.59","2021","","0","","","","","","","","0","","","","","",""
"00668K","國泰美國道瓊+U","12.44","+0.12","+0.97","2021","","0","","","","","","","","0","","","","","",""
"00669R","國泰美國道瓊反1","7.89","-0.07","-0.88","2021","","0","","","","","","","","0","","","","","",""
"00670L","富邦NASDAQ正2","86.6","+1","+1.17","2021","","0","","","","","","","","0","","","","","",""
"00671R","富邦NASDAQ反1","4.83","-0.01","-0.21","2021","","0","","","","","","","","0","","","","","",""
"00673R","期元大S&P原油反1","8.81","-0.19","-2.11","2021","","0","","","","","","","","0","","","","","",""
"00674R","期元大S&P黃金反1","12.34","-0.09","-0.72","2021","","0","","","","","","","","0","","","","","",""
"00675L","富邦臺灣加權正2","55.1","+0.35","+0.64","2021","","0","","","","","","","","0","","","","","",""
"00676R","富邦臺灣加權反1","2.98","-0.01","-0.33","2021","","0","","","","","","","","0","","","","","",""
="00678","群益NBI生技","25.56","+0.04","+0.16","2021","","0","","","","","","","","0","","","","","",""
"00680L","元大美債20正2","10.56","+0.04","+0.38","2021","","0","","","","","","","","0","","","","","",""
"00681R","元大美債20反1","19.02","-0.08","-0.42","2021","","0","","","","","","","","0","","","","","",""
"00682U","期元大美元指數","20.22","-0.1","-0.49","2021","","0","","","","","","","","0","","","","","",""
"00683L","期元大美元指正2","20.91","-0.14","-0.67","2021","","0","","","","","","","","0","","","","","",""
"00684R","期元大美元指反1","16.14","+0.05","+0.31","2021","","0","","","","","","","","0","","","","","",""
"00685L","群益臺灣加權正2","48.9","+0.27","+0.56","2021","","0","","","","","","","","0","","","","","",""
"00686R","群益臺灣加權反1","3.22","-0.02","-0.62","2021","","0","","","","","","","","0","","","","","",""
"00688L","國泰20年美債正2","10.48","+0.04","+0.38","2021","","0","","","","","","","","0","","","","","",""
"00689R","國泰20年美債反1","19.72","-0.07","-0.35","2021","","0","","","","","","","","0","","","","","",""
="00690","兆豐藍籌30","27.3","-0.08","-0.29","2021","21'11/26","0.84","33.87","33.03","-5.73","-17.3","-6.57","21","","0","","","","","",""
="00692","富邦公司治理","32.73","+0.18","+0.55","2021","21'11/16","1.97","36.75","34.95","-2.22","-6.35","-4.02","73","","0","","","","","",""
"00693U","期街口S&P黃豆","28.72","+0.47","+1.66","2021","","0","","","","","","","","0","","","","","",""
="00700","富邦恒生國企","12.61","+0.02","+0.16","2021","","0","","","","","","","","0","","","","","",""
="00701","國泰股利精選30","25.49","+0.34","+1.35","2021","21'08/17","0.98","24.64","24.39","+1.1","+4.51","+0.85","36","","0","","","","","",""
="00702","國泰標普低波高息","21.16","+0.12","+0.57","2021","21'07/16","0.46","20.33","20.05","+1.11","+5.54","+0.83","109","","0","","","","","",""
="00703","台新MSCI中國","15.46","+0.1","+0.65","2021","","0","","","","","","","","0","","","","","",""
"00706L","期元大S&P日圓正2","8.67","+0.14","+1.64","2021","","0","","","","","","","","0","","","","","",""
"00707R","期元大S&P日圓反1","25.43","-0.25","-0.97","2021","","0","","","","","","","","0","","","","","",""
"00708L","期元大S&P黃金正2","26.28","+0.28","+1.08","2021","","0","","","","","","","","0","","","","","",""
="00709","富邦歐洲","25.61","+0.19","+0.75","2021","","0","","","","","","","","0","","","","","",""
"00710B","復華彭博非投等債","18.06","+0.01","+0.06","2021","21'12/21","0.96","18.06","17.82","+0.24","+1.35","0","793","","0","","","","","",""
"00711B","復華彭博新興債","16.15","+0.01","+0.06","2021","21'12/21","0.72","20.5","20.32","-4.17","-20.5","-4.35","18","","0","","","","","",""
="00712","復華富時不動產","9.96","+0.04","+0.4","2021","21'12/21","0.77","13.31","13.12","-3.16","-24.1","-3.35","12","","0","","","","","",""
="00713","元大台灣高息低波","45.51","+0.16","+0.35","2021","21'11/19","3.15","46.25","43.1","+2.41","+5.59","-0.74","379","","0","","","","","",""
="00714","群益道瓊美國地產","19.27","+0.15","+0.78","2021","21'10/19","1","22.64","22.26","-2.99","-13.4","-3.37","9","","0","","","","","",""
"00715L","期街口布蘭特正2","13.44","+0.41","+3.15","2021","","0","","","","","","","","0","","","","","",""
="00717","富邦美國特別股","14.75","0","0","2021","21'10/19","0.61","17","16.86","-2.11","-12.5","-2.25","1335","","0","","","","","",""
="00728","第一金工業30","24.62","-0.07","-0.28","2021","21'01/21","1.9","30.82","28.92","-4.3","-14.9","-6.2","227","","0","","","","","",""
="00730","富邦臺灣優質高息","18.89","0","0","2021","21'10/19","1.13","21.15","20.02","-1.13","-5.64","-2.26","","","0","","","","","",""
="00731","復華富時高息低波","65.05","+1.1","+1.72","2021","21'11/17","4.3","64.75","60.45","+4.6","+7.61","+0.3","","","0","","","","","",""
="00733","富邦臺灣中小","55.95","+2.1","+3.9","2021","21'10/19","2.09","40.14","38.05","+17.9","+47","+15.81","6","","0","","","","","",""
="00735","國泰臺韓科技","30.26","+0.32","+1.07","2021","21'07/16","1.24","34.56","34.35","-4.09","-11.9","-4.3","3","","0","","","","","",""
="00736","國泰新興市場","20.18","+0.06","+0.3","2021","21'07/16","0.4","23.62","23.47","-3.29","-14","-3.44","1","","0","","","","","",""
="00737","國泰AI+Robo","31.43","+0.13","+0.42","2021","","0","","","","","","","","0","","","","","",""
"00738U","期元大道瓊白銀","22.69","-0.02","-0.09","2021","","0","","","","","","","","0","","","","","",""
="00739","元大MSCI A股","22.14","+0.02","+0.09","2021","","0","","","","","","","","0","","","","","",""
="00752","中信中國50","18.25","+0.15","+0.83","2021","","0","","","","","","","","0","","","","","",""
"00753L","中信中國50正2","9.45","+0.19","+2.05","2021","","0","","","","","","","","0","","","","","",""
="00757","統一FANG+","58.4","0","0","2021","","0","","","","","","","","0","","","","","",""
="00762","元大全球AI","44.54","+0.35","+0.79","2021","","0","","","","","","","","0","","","","","",""
"00763U","期街口道瓊銅","24.09","-0.14","-0.58","2021","","0","","","","","","","","0","","","","","",""
="00770","國泰北美科技","34.77","+0.11","+0.32","2021","21'01/19","0.38","31.76","31.38","+3.39","+10.8","+3.01","1","","0","","","","","",""
="00771","元大US高息特別股","16.13","+0.03","+0.19","2021","21'11/19","0.72","19.05","18.86","-2.73","-14.5","-2.92","37","","0","","","","","",""
"00775B","新光投等債15+","33.72","+0.01","+0.03","2021","21'11/18","1.18","41.76","41.46","-7.74","-18.7","-8.04","7","","0","","","","","",""
="00783","富邦中証500","20.09","0","0","2021","","0","","","","","","","","0","","","","","",""
="00830","國泰費城半導體","33.25","-0.07","-0.21","2021","21'01/19","0.32","26.55","26.23","+7.02","+26.8","+6.7","1","","0","","","","","",""
="00850","元大臺灣ESG永續","34.27","+0.22","+0.65","2021","21'11/19","1.05","36.3","35.25","-0.98","-2.78","-2.03","32","","0","","","","","",""
="00851","台新全球AI","33","+0.08","+0.24","2021","21'10/21","0.33","35.83","35.5","-2.5","-7.04","-2.83","8","","0","","","","","",""
"00852L","國泰美國道瓊正2","19.71","+0.33","+1.7","2021","","0","","","","","","","","0","","","","","",""
="00861","元大全球未來通訊","31.61","+0.01","+0.03","2021","","0","","","","","","","","0","","","","","",""
"00865B","國泰US短期公債","41.79","-0.12","-0.29","2021","","0","","","","","","","","0","","","","","",""
="00875","國泰網路資安","28.08","+0.12","+0.43","2021","","0","","","","","","","","0","","","","","",""
="00876","元大全球5G","30.48","+0.01","+0.03","2021","","0","","","","","","","","0","","","","","",""
="00878","國泰永續高股息","20.19","+0.39","+1.97","2021","21'11/16","0.98","18.85","18.57","+1.62","+8.72","+1.34","31","","0","","","","","",""
="00881","國泰台灣5G+","17.31","+0.2","+1.17","2021","21'08/17","0.54","17.58","17.04","+0.27","+1.58","-0.27","12","","0","","","","","",""
="00882","中信中國高股息","11.53","0","0","2021","21'07/16","0.68","15.59","14.91","-3.38","-22.7","-4.06","","","0","","","","","",""
="00885","富邦越南","12.54","-0.04","-0.32","","","","","","","","","","","","","","","","",""
="00891","中信關鍵半導體","13.72","+0.01","+0.07","2021","21'11/16","0.55","16.97","16.67","-2.95","-17.7","-3.25","9","","0","","","","","",""
="00892","富邦台灣半導體","12.59","-0.04","-0.32","2021","21'11/16","0.58","17.05","16.47","-3.88","-23.6","-4.46","28","","0","","","","","",""
="00893","國泰智能電動車","17.85","-0.01","-0.06","","","","","","","","","","","","","","","","",""
="00894","中信小資高價30","14.83","+0.04","+0.27","2021","21'11/16","0.06","15.73","15.67","-0.84","-5.36","-0.9","1","","0","","","","","",""
="00895","富邦未來車","19.39","+0.01","+0.05","","","","","","","","","","","","","","","","",""
="00896","中信綠能及電動車","16.57","+0.2","+1.22","","","","","","","","","","","","","","","","",""
="00897","富邦基因免疫生技","7.84","-0.03","-0.38","","","","","","","","","","","","","","","","",""
="00898","國泰基因免疫革命","7.69","0","0","","","","","","","","","","","","","","","","",""
="00899","FT潔淨能源","21.55","+0.09","+0.42","","","","","","","","","","","","","","","","",""
="00900","富邦特選高股息30","12.86","+0.2","+1.58","","","","","","","","","","","","","","","","",""
="00901","永豐智能車供應鏈","14.69","+0.13","+0.89","","","","","","","","","","","","","","","","",""
="00902","中信電池及儲能","12.57","-0.04","-0.32","","","","","","","","","","","","","","","","",""
="00903","富邦元宇宙","12.35","+0.22","+1.81","","","","","","","","","","","","","","","","",""
="00904","新光臺灣半導體30","13.03","+0.01","+0.08","","","","","","","","","","","","","","","","",""
="00905","FT臺灣Smart","10.03","+0.07","+0.7","","","","","","","","","","","","","","","","",""
="00907","永豐優息存股","14.62","-0.05","-0.34","","","","","","","","","","","","","","","","",""
="00908","富邦入息REITs+","12.38","+0.18","+1.48","","","","","","","","","","","","","","","","",""
="00909","國泰數位支付服務","19.86","+0.26","+1.33","","","","","","","","","","","","","","","","",""
="00910","第一金太空衛星","16.5","+0.19","+1.16","","","","","","","","","","","","","","","","",""
="00911","兆豐洲際半導體","20.65","-0.07","-0.34","","","","","","","","","","","","","","","","",""
="00912","中信臺灣智慧50","15.42","+0.04","+0.26","","","","","","","","","","","","","","","","",""
="00913","兆豐台灣晶圓製造","17.37","+0.05","+0.29","","","","","","","","","","","","","","","","",""
="00915","凱基優選高股息30","18.96","+0.25","+1.34","","","","","","","","","","","","","","","","",""
="00916","國泰全球品牌50","18.18","+0.09","+0.5","","","","","","","","","","","","","","","","",""
="00917","中信特選金融","15.57","+0.12","+0.78","","","","","","","","","","","","","","","","",""
="00918","大華優利高填息30","20.34","+0.26","+1.29","","","","","","","","","","","","","","","","",""
="00919","群益台灣精選高息","19.85","+0.05","+0.25","","","","","","","","","","","","","","","","",""
="00920","富邦ESG綠色電力","16.75","+0.05","+0.3","","","","","","","","","","","","","","","","",""
="00921","兆豐龍頭等權重","17.22","+0.07","+0.41","","","","","","","","","","","","","","","","",""
="00922","國泰台灣領袖50","16.29","+0.13","+0.8","","","","","","","","","","","","","","","","",""
="00923","群益台灣ESG低碳","16.41","+0.11","+0.67","","","","","","","","","","","","","","","","",""
="00924","復華S&P500成長","16.66","+0.02","+0.12","","","","","","","","","","","","","","","","",""
="00925","新光標普電動車","18.47","+0.08","+0.44","","","","","","","","","","","","","","","","",""
="00926","凱基全球菁英55","15.91","+0.06","+0.38","","","","","","","","","","","","","","","","",""
="00927","群益半導體收益","15.24","+0.03","+0.2","","","","","","","","","","","","","","","","",""
="00929","復華台灣科技優息","15.91","+0.09","+0.57","","","","","","","","","","","","","","","","",""
"01001T","土銀富邦R1","14.8","0","0","2021","21'05/03","0.39","18.88","18.49","-3.69","-20","-4.08","","","0","","","","","",""
"01002T","土銀國泰R1","17.85","0","0","2021","21'05/20","0.34","18.95","18.61","-0.76","-4.08","-1.1","186","","0","","","","","",""
"01003T","兆豐新光R1","21.61","+0.01","+0.05","2021","21'05/07","0.4","19.32","18.92","+2.69","+14.2","+2.29","19","","0","","","","","",""
"01004T","土銀富邦R2","14.2","0","0","2021","21'09/24","0.4","15.88","15.68","-1.48","-9.44","-1.68","74","","0","","","","","",""
"01007T","兆豐國泰R2","17.3","+0.11","+0.64","2021","21'11/23","0.45","19.98","19.75","-2.45","-12.4","-2.68","2","","0","","","","","",""
"01009T","王道圓滿R1","8.5","-0.02","-0.23","2021","21'09/16","0.29","9.08","8.92","-0.42","-4.71","-0.58","34","","0","","","","","",""
"01010T","京城樂富R1","10","0","0","2021","21'09/08","0.41","10.8","10.62","-0.62","-5.84","-0.8","19","","0","","","","","",""
="020000","富邦特選蘋果N","9.1","+0.22","+2.48","2021","","0","","","","","","","","0","","","","","",""
="020002","元富新中國N","12.58","+0.09","+0.72","2021","","0","","","","","","","","0","","","","","",""
="020007","凱基臺灣500N","35.34","0","0","2021","","0","","","","","","","","0","","","","","",""
="020011","統一微波高息20N","7.89","0","0","2021","","0","","","","","","","","0","","","","","",""
="020012","富邦行動通訊N","8.22","0","0","2021","","0","","","","","","","","0","","","","","",""
="020015","統一MSCI美低波N","14.71","0","0","2021","","0","","","","","","","","0","","","","","",""
="020016","統一MSCI美科技N","21.08","0","0","2021","","0","","","","","","","","0","","","","","",""
="020018","統一價值成長30N","17.97","+0.24","+1.35","2021","","0","","","","","","","","0","","","","","",""
="020019","統一特選台灣5GN","13.59","+0.02","+0.15","2021","","0","","","","","","","","0","","","","","",""
"02001L","富邦蘋果正二N","16.62","+0.81","+5.12","2021","","0","","","","","","","","0","","","","","",""
"02001R","富邦蘋果反一N","2.12","-0.06","-2.75","2021","","0","","","","","","","","0","","","","","",""
"02001S","策元大加權策略N","5.56","0","0","","","","","","","","","","","","","","","","",""
="020020","元大台股領航N","7.73","+0.1","+1.31","2021","","0","","","","","","","","0","","","","","",""
="020022","元大電動車N","8.43","+0.25","+3.06","2021","","0","","","","","","","","0","","","","","",""
="020028","元大特選電動車N","8.12","+0.22","+2.78","","","","","","","","","","","","","","","","",""
="020029","元大ESG高股息N","5.92","+0.07","+1.2","","","","","","","","","","","","","","","","",""
="020030","統一智慧電動車N","4.8","+0.02","+0.42","","","","","","","","","","","","","","","","",""
="020031","統一IC設計臺灣N","4.44","-0.02","-0.45","","","","","","","","","","","","","","","","",""
="020032","元大綠能N","5.68","+0.06","+1.07","","","","","","","","","","","","","","","","",""
="020034","元大IC設計N","5.76","+0.02","+0.35","","","","","","","","","","","","","","","","",""
="020036","元大金融配息N","5.25","+0.02","+0.38","","","","","","","","","","","","","","","","",""
="020037","元大金融高股息N","5.26","+0.04","+0.77","","","","","","","","","","","","","","","","",""
="020038","元大ESG配息N","5.27","+0.07","+1.35","","","","","","","","","","","","","","","","",""
="1101","台泥","36.6","+0.05","+0.14","2021","21'08/12","3.37","51.1","47.75","-11.15","-23.4","-14.5","24","","0","","","","","",""
"1101B","台泥乙特","47.85","+0.1","+0.21","2021","21'08/12","1.75","53.8","52.1","-4.25","-8.16","-5.95","","","0","","","","","",""
="1102","亞泥","43.95","+0.05","+0.11","2021","21'08/05","3.46","51.9","48.45","-4.5","-9.29","-7.95","","","0","","","","","",""
="1103","嘉泥","21.45","-0.15","-0.69","2021","21'09/08","1.4","22.1","20.7","+0.75","+3.62","-0.65","12","","0","","","","","",""
="1104","環泥","30.15","+0.25","+0.84","2021","21'08/16","1.1","22.65","21.55","+8.6","+39.9","+7.5","323","","0","","","","","",""
="1108","幸福","16.2","-0.35","-2.11","2021","21'08/26","0.7","12.75","12.05","+4.15","+34.4","+3.45","361","","0","","","","","",""
="1109","信大","18.05","0","0","2021","21'08/03","1.5","25.25","23.75","-5.7","-24","-7.2","","","0","","","","","",""
="1110","東泥","18.9","-0.25","-1.31","2021","21'09/14","0.1","19.8","19.7","-0.8","-4.06","-0.9","1","","0","","","","","",""
="1201","味全","19.85","-0.1","-0.5","2021","21'09/07","0.53","21","20.45","-0.6","-2.93","-1.15","3","","0","","","","","",""
="1203","味王","42.15","-0.05","-0.12","2021","21'09/02","1.1","33.6","32.5","+9.65","+29.7","+8.55","16","","0","","","","","",""
="1210","大成","51.8","-0.2","-0.38","2021","21'08/23","2.7","56.1","51.8","0","0","-4.3","10","21'08/23","0.3","56.1","51.8","0","0","-4.3","10"
="1213","大飲","6.53","0","0","2021","","0","","","","","","","","0","","","","","",""
="1215","卜蜂","91.3","-0.7","-0.76","2021","21'06/28","4.5","86","81.5","+9.8","+12","+5.3","156","","0","","","","","",""
="1216","統一","74.8","0","0","2021","21'09/09","2.7","70.9","68.2","+6.6","+9.68","+3.9","200","","0","","","","","",""
="1217","愛之味","12.65","-0.15","-1.17","2021","","0","","","","","","","","0","","","","","",""
="1218","泰山","25.6","-0.25","-0.97","2021","21'09/22","1.4","29.45","28.05","-2.45","-8.73","-3.85","136","","0","","","","","",""
="1219","福壽","20.25","-0.3","-1.46","2021","21'08/16","1","21.55","20.55","-0.3","-1.46","-1.3","40","","0","","","","","",""
="1220","台榮","14.35","-0.35","-2.38","2021","21'08/24","1","16.75","15.75","-1.4","-8.89","-2.4","115","","0","","","","","",""
="1225","福懋油","55.5","-0.2","-0.36","2021","21'08/26","1.4","43.95","42.55","+12.95","+30.4","+11.55","18","","0","","","","","",""
="1227","佳格","41.15","-0.1","-0.24","2021","21'07/26","2.5","54.7","52.2","-11.05","-21.2","-13.55","429","","0","","","","","",""
="1229","聯華","69.2","-0.2","-0.29","2021","21'04/22","1.7","53","51.3","+17.9","+34.9","+16.2","64","21'09/24","1","60","54.5","+14.7","+28.7","+9.2","64"
="1231","聯華食","99.8","+1.4","+1.42","2021","21'08/02","1.6","75.1","73.5","+26.3","+35.8","+24.7","9","21'08/20","1","73","66.4","+33.4","+45.4","+26.8","4"
="1232","大統益","146","+0.5","+0.34","2021","21'08/24","6","162","156","-10","-6.41","-16","52","","0","","","","","",""
="1233","天仁","37.75","-0.05","-0.13","2021","21'09/06","0.8","34.9","34.1","+3.65","+10.7","+2.85","26","","0","","","","","",""
="1234","黑松","39.85","-0.3","-0.75","2021","21'08/24","1.8","35.4","33.6","+6.25","+18.6","+4.45","48","","0","","","","","",""
="1235","興泰","81","-1","-1.22","2021","21'12/13","1.5","43.8","42.3","+38.7","+91.5","+37.2","4","","0","","","","","",""
="1236","宏亞","23.8","0","0","2021","21'07/13","0.2","15.7","15.5","+8.3","+53.5","+8.1","1","","0","","","","","",""
="1256","鮮活果汁-KY","319","-1","-0.31","2021","21'08/05","12","497.5","485.5","-166.5","-34.3","-178.5","1","","0","","","","","",""
="1301","台塑","82.4","0","0","2021","21'07/30","2.4","102","99.6","-17.2","-17.3","-19.6","2","","0","","","","","",""
="1303","南亞","69.4","-0.2","-0.29","2021","21'07/28","2.4","86","83.6","-14.2","-17","-16.6","2","","0","","","","","",""
="1304","台聚","22.6","-0.5","-2.16","2021","21'07/27","1","34.25","33.25","-10.65","-32","-11.65","7","","0","","","","","",""
="1305","華夏","22.4","-0.25","-1.1","2021","21'09/02","1.8","39.4","35.8","-13.4","-37.4","-17","15","21'09/02","0.5","39.4","35.8","-13.4","-37.4","-17","15"
="1307","三芳","22.35","-0.5","-2.19","2021","21'08/26","0.5","21.7","21.2","+1.15","+5.42","+0.65","5","","0","","","","","",""
="1308","亞聚","25.65","-0.5","-1.91","2021","21'09/02","1.2","37","35.1","-9.45","-26.9","-11.35","4","21'09/02","0.2","37","35.1","-9.45","-26.9","-11.35","4"
="1309","台達化","19.65","-0.3","-1.5","2021","21'09/02","2","44.95","39.05","-19.4","-49.7","-25.3","","21'09/02","1","44.95","39.05","-19.4","-49.7","-25.3",""
="1310","台苯","15.25","-0.45","-2.87","2021","21'07/22","0.5","20","19.5","-4.25","-21.8","-4.75","2","","0","","","","","",""
="1312","國喬","18.25","-0.3","-1.62","2021","21'08/18","0.1","29.2","29.1","-10.85","-37.3","-10.95","1","","0","","","","","",""
"1312A","國喬特","28","0","0","2021","21'08/18","0.7","36.3","35.6","-7.6","-21.3","-8.3","128","","0","","","","","",""
="1313","聯成","14.2","-0.1","-0.7","2021","21'04/08","1","21.65","20.65","-6.45","-31.2","-7.45","2","","0","","","","","",""
="1314","中石化","9.45","-0.1","-1.05","2021","","0","","","","","","","","0","","","","","",""
="1315","達新","70.9","+0.2","+0.28","2021","21'08/31","6","65.5","63.5","+7.4","+11.7","+5.4","117","","0","","","","","",""
="1316","上曜","11.9","-0.1","-0.83","2021","","0","","","","","","","","0","","","","","",""
="1319","東陽","51.4","0","0","2021","21'06/28","0.8","35.55","34.75","+16.65","+47.9","+15.85","3","","0","","","","","",""
="1321","大洋","34.9","+0.15","+0.43","2021","21'08/26","1","34.8","33.8","+1.1","+3.25","+0.1","38","","0","","","","","",""
="1323","永裕","31.7","+0.05","+0.16","2021","21'07/09","1.6","35.9","34.3","-2.6","-7.58","-4.2","150","","0","","","","","",""
="1324","地球","11.7","+0.25","+2.18","2021","21'08/17","0.3","11.1","10.8","+0.9","+8.33","+0.6","6","","0","","","","","",""
="1325","恆大","22.95","-0.6","-2.55","2021","21'07/15","12","89.1","77.1","-54.15","-70.2","-66.15","","","0","","","","","",""
="1326","台化","64.3","+0.1","+0.16","2021","21'07/27","2.5","83.2","80.7","-16.4","-20.3","-18.9","5","","0","","","","","",""
="1337","再生-KY","8.81","-0.41","-4.45","2021","","0","","","","","","","","0","","","","","",""
="1338","廣華-KY","43.05","+0.05","+0.12","2021","21'08/03","3.5","67.1","63.6","-20.55","-32.3","-24.05","423","","0","","","","","",""
="1339","昭輝","44.7","-0.25","-0.56","2021","21'08/31","2","37.9","35.9","+8.8","+24.5","+6.8","173","","0","","","","","",""
="1340","勝悅-KY","13.1","-0.35","-2.6","2021","","0","","","","","","","","0","","","","","",""
="1341","富林-KY","67.8","-0.1","-0.15","2021","21'07/20","6","86.3","80.3","-12.5","-15.6","-18.5","","","0","","","","","",""
="1342","八貫","114","-3","-2.56","2021","21'06/03","2.5","54.6","52.1","+61.9","+119","+59.4","11","","0","","","","","",""
="1402","遠東新","32.3","-0.15","-0.46","2021","21'07/30","1.35","31.15","29.8","+2.5","+8.39","+1.15","192","","0","","","","","",""
="1409","新纖","16.9","-0.05","-0.29","2021","21'08/31","1.1","20.8","19.7","-2.8","-14.2","-3.9","21","","0","","","","","",""
